#==============================================================================
#
#	地形保存テキスト [save.txt]
#	Author：you
#
#==============================================================================
<>*************<> ここから下をコピーし [field.txt] に張り付け <>*************<>

TERRAINSET

	FIELDSET
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 9.674 0.000 , 0.000 44.379 0.000 , 0.000 119.809 0.000 , 0.000 219.090 0.000 , 0.000 280.983 0.000 , 0.000 270.496 0.000 , 0.000 212.949 0.000 , 0.000 138.364 0.000 , 0.000 47.738 0.000 , 0.000 13.904 0.000 , 0.000 2.344 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.285 0.000 , 0.000 7.735 0.000 , 0.000 19.773 0.000 , 0.000 57.548 0.000 , 0.000 105.837 0.000 , 0.000 139.065 0.000 , 0.000 171.801 0.000 , 0.000 130.453 0.000 , 0.000 80.949 0.000 , 0.000 34.912 0.000 , 0.000 6.423 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.136 0.000 , 0.000 38.333 0.000 , 0.000 106.034 0.000 , 0.000 184.164 0.000 , 0.000 241.762 0.000 , 0.000 245.846 0.000 , 0.000 206.282 0.000 , 0.000 135.166 0.000 , 0.000 59.289 0.000 , 0.000 16.992 0.000 , 0.000 5.983 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 7.252 0.000 , 0.000 18.338 0.000 , 0.000 51.902 0.000 , 0.000 95.788 0.000 , 0.000 129.870 0.000 , 0.000 147.571 0.000 , 0.000 124.192 0.000 , 0.000 80.805 0.000 , 0.000 36.609 0.000 , 0.000 6.965 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.014 0.000 , 0.000 45.435 0.000 , 0.000 112.383 0.000 , 0.000 183.396 0.000 , 0.000 238.971 0.000 , 0.000 244.799 0.000 , 0.000 201.165 0.000 , 0.000 134.681 0.000 , 0.000 58.506 0.000 , 0.000 17.794 0.000 , 0.000 7.243 0.000 , 0.000 2.384 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.021 0.000 , 0.000 20.285 0.000 , 0.000 55.878 0.000 , 0.000 99.684 0.000 , 0.000 134.768 0.000 , 0.000 151.107 0.000 , 0.000 129.126 0.000 , 0.000 85.842 0.000 , 0.000 40.833 0.000 , 0.000 7.676 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.743 0.000 , 0.000 43.465 0.000 , 0.000 114.045 0.000 , 0.000 184.418 0.000 , 0.000 238.897 0.000 , 0.000 244.894 0.000 , 0.000 195.030 0.000 , 0.000 126.785 0.000 , 0.000 61.845 0.000 , 0.000 21.359 0.000 , 0.000 7.944 0.000 , 0.000 3.373 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.224 0.000 , 0.000 13.844 0.000 , 0.000 64.847 0.000 , 0.000 119.496 0.000 , 0.000 161.041 0.000 , 0.000 178.921 0.000 , 0.000 149.527 0.000 , 0.000 98.067 0.000 , 0.000 50.975 0.000 , 0.000 8.293 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 2.670 0.000 , 0.000 39.015 0.000 , 0.000 104.258 0.000 , 0.000 171.870 0.000 , 0.000 226.184 0.000 , 0.000 227.109 0.000 , 0.000 182.318 0.000 , 0.000 120.247 0.000 , 0.000 59.727 0.000 , 0.000 22.355 0.000 , 0.000 9.406 0.000 , 0.000 4.997 0.000 , 0.000 0.669 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.330 0.000 , 0.000 6.869 0.000 , 0.000 22.707 0.000 , 0.000 66.106 0.000 , 0.000 128.418 0.000 , 0.000 179.088 0.000 , 0.000 200.577 0.000 , 0.000 174.237 0.000 , 0.000 116.651 0.000 , 0.000 59.768 0.000 , 0.000 15.020 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.256 0.000 , 0.000 29.952 0.000 , 0.000 93.274 0.000 , 0.000 146.468 0.000 , 0.000 200.316 0.000 , 0.000 196.326 0.000 , 0.000 157.530 0.000 , 0.000 102.837 0.000 , 0.000 46.124 0.000 , 0.000 17.620 0.000 , 0.000 12.533 0.000 , 0.000 6.484 0.000 , 0.000 0.691 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.865 0.000 , 0.000 7.649 0.000 , 0.000 32.206 0.000 , 0.000 83.233 0.000 , 0.000 145.389 0.000 , 0.000 209.643 0.000 , 0.000 220.421 0.000 , 0.000 195.224 0.000 , 0.000 136.457 0.000 , 0.000 69.060 0.000 , 0.000 21.028 0.000 , 0.000 0.115 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.003 0.000 , 0.000 27.283 0.000 , 0.000 89.224 0.000 , 0.000 137.917 0.000 , 0.000 176.681 0.000 , 0.000 167.111 0.000 , 0.000 135.693 0.000 , 0.000 84.622 0.000 , 0.000 34.718 0.000 , 0.000 26.836 0.000 , 0.000 19.224 0.000 , 0.000 6.784 0.000 , 0.000 0.297 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 2.018 0.000 , 0.000 8.702 0.000 , 0.000 37.045 0.000 , 0.000 100.897 0.000 , 0.000 172.877 0.000 , 0.000 227.929 0.000 , 0.000 249.425 0.000 , 0.000 221.714 0.000 , 0.000 153.708 0.000 , 0.000 76.147 0.000 , 0.000 25.464 0.000 , 0.000 0.756 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 29.712 0.000 , 0.000 74.846 0.000 , 0.000 111.981 0.000 , 0.000 150.808 0.000 , 0.000 147.576 0.000 , 0.000 115.569 0.000 , 0.000 64.191 0.000 , 0.000 32.170 0.000 , 0.000 24.212 0.000 , 0.000 21.687 0.000 , 0.000 10.645 0.000 , 0.000 0.421 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.773 0.000 , 0.000 11.405 0.000 , 0.000 48.778 0.000 , 0.000 103.496 0.000 , 0.000 175.908 0.000 , 0.000 238.845 0.000 , 0.000 258.343 0.000 , 0.000 232.502 0.000 , 0.000 163.768 0.000 , 0.000 81.985 0.000 , 0.000 27.452 0.000 , 0.000 1.670 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 29.195 0.000 , 0.000 66.417 0.000 , 0.000 103.581 0.000 , 0.000 128.643 0.000 , 0.000 118.689 0.000 , 0.000 87.353 0.000 , 0.000 59.808 0.000 , 0.000 32.508 0.000 , 0.000 21.809 0.000 , 0.000 19.943 0.000 , 0.000 10.183 0.000 , 0.000 0.270 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.155 0.000 , 0.000 13.397 0.000 , 0.000 50.126 0.000 , 0.000 99.938 0.000 , 0.000 176.282 0.000 , 0.000 242.081 0.000 , 0.000 257.515 0.000 , 0.000 232.750 0.000 , 0.000 166.335 0.000 , 0.000 90.539 0.000 , 0.000 29.343 0.000 , 0.000 1.802 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 28.407 0.000 , 0.000 65.992 0.000 , 0.000 96.650 0.000 , 0.000 120.070 0.000 , 0.000 108.501 0.000 , 0.000 76.052 0.000 , 0.000 49.628 0.000 , 0.000 26.657 0.000 , 0.000 16.372 0.000 , 0.000 16.421 0.000 , 0.000 10.610 0.000 , 0.000 0.775 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 10.636 0.000 , 0.000 48.490 0.000 , 0.000 96.071 0.000 , 0.000 164.663 0.000 , 0.000 231.562 0.000 , 0.000 249.144 0.000 , 0.000 226.230 0.000 , 0.000 164.299 0.000 , 0.000 88.755 0.000 , 0.000 30.030 0.000 , 0.000 1.422 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 27.849 0.000 , 0.000 63.020 0.000 , 0.000 96.106 0.000 , 0.000 115.639 0.000 , 0.000 105.708 0.000 , 0.000 75.676 0.000 , 0.000 45.451 0.000 , 0.000 23.694 0.000 , 0.000 14.951 0.000 , 0.000 15.329 0.000 , 0.000 9.214 0.000 , 0.000 0.784 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.977 0.000 , 0.000 36.438 0.000 , 0.000 84.253 0.000 , 0.000 149.947 0.000 , 0.000 207.325 0.000 , 0.000 224.987 0.000 , 0.000 210.754 0.000 , 0.000 155.384 0.000 , 0.000 82.468 0.000 , 0.000 28.307 0.000 , 0.000 1.547 0.000 , 0.000 -0.000 0.000 , 
